model,beta,mu,mse_infected,mae_infected,rmse_infected,mape_infected,curve_accuracy,r2_infected,peak_infected_error,time_to_peak_error,final_infected_error,rss_infected,aic_infected,bic_infected,mse_recovered,mae_recovered,r2_recovered,sigma,gamma
SEIR,0.018,,50.24897875816994,6.318627450980391,7.088651406168168,0.342300598065518,0.657699401934482,0.8872826528244875,6.083333333333336,0.0,3.3333333333333335,2562.697916666667,205.76650139912053,211.5619782972935,74.43927015250549,7.401960784313728,0.9872417577687911,0.75,0.18
SEIR,0.018,,158.94369553376904,10.79575163398693,12.607287397920658,0.441682320956949,0.5583176790430511,0.6434611776477963,19.750000000000007,2.0,3.3333333333333335,8106.128472222222,264.4960511916909,270.2915280898639,15.052151416122008,2.9444444444444455,0.9974201924135704,0.75,0.22
SEIR,0.018,,61.07128267973856,5.650326797385621,7.814811749475387,0.20897397446802946,0.7910260255319705,0.8630063109263344,19.58333333333333,0.0,1.9166666666666665,3114.6354166666665,215.7141292728924,221.50960617106537,348.75558278867095,15.630718954248367,0.940226332208947,1.0,0.14
SEIR,0.018,,37.190427559912855,5.650326797385621,6.098395490611678,0.315832481070363,0.684167518929637,0.9165752929019503,2.3333333333333357,1.0,3.1666666666666665,1896.7118055555557,190.418621629879,196.21409852805198,191.92565359477132,11.544117647058828,0.9671056154375424,1.0,0.18
SEIR,0.018,,152.45145697167757,10.758169934640524,12.347123429029029,0.4623273373606033,0.5376726626393967,0.6580244170615035,19.083333333333336,1.0,3.4166666666666665,7775.024305555557,262.3691577521694,268.16463465034235,104.94621459694993,8.058823529411766,0.982013133332269,1.0,0.22
SEIR,0.02,,210.3718001089325,12.486928104575163,14.50419939565547,0.5536609014642957,0.4463390985357043,0.5280988427061184,1.75,5.0,2.416666666666667,10728.961805555557,278.792698540992,284.58817543916496,420.47794117647067,16.331699346405234,0.9279337449787063,0.28,0.14
SEIR,0.02,,249.45812908496737,11.864379084967322,15.79424354266349,0.4572575488968468,0.5427424511031532,0.4404212933929057,19.583333333333336,5.0,3.083333333333333,12722.364583333336,287.48384517229016,293.27932207046314,513.16598583878,16.941176470588236,0.9120478218185764,0.28,0.18
SEIR,0.02,,391.72188180827885,13.807189542483659,19.7919650820296,0.42708267358426555,0.5729173264157345,0.12129853304033722,28.91666666666667,7.0,0.75,19977.815972222223,310.4981572429928,316.2936341411658,885.228077342048,23.212418300653592,0.848279621529617,0.28,0.22
SEIR,0.02,,183.3449754901961,11.330065359477125,13.540493916035564,0.4499597337532468,0.5500402662467532,0.5887247907132007,6.583333333333329,4.0,0.75,9350.593750000002,271.7798440010157,277.5753208991887,317.4622821350763,14.926470588235297,0.9455897312473129,0.34,0.14
SEIR,0.02,,122.84293300653593,7.4901960784313735,11.083453117442051,0.24226224629401746,0.7577377537059825,0.7244415733423311,10.833333333333336,4.0,0.6666666666666665,6264.989583333332,251.35623516833905,257.151712066512,158.59449891067538,10.464052287581701,0.9728182848986262,0.34,0.18
